OBJECTID,INSPECTOR,INSPECTIONDATE,RESTAREAID,RESTAREANAME,ROADNAME,CARRIAGEWAY,DECLAREDROADNAME,LOCALROADNAME,ROADNUMBER,DIRECTION,RMACLASS,SRNS,NEARESTINTERSECTION,DISTANCEFROMINT,DIRECTIONFROMINT,TDI,LOCALITY,MUNICIPALITY,VICROADSREGION,VCSDMAPREF,LATITUDE,LONGITUDE,RESTAREATYPE,RESTAREACATEGORY,SUITABLEASTIRA,SITELOCATION,ROADSPEEDLIMIT,BUFFERZONE,BUFFERWIDTH,SURFACETYPE,SURFACECONDITION,DELINEATEDPARKING,TOILETS,DISABLEDTOILETS,TOILETSEWERAGE,PICNICTABLES,BBQ,RUBBISHBINS,WATER,SHADESHELTERPICNIC,SHADESHELTERPARKING,SHADEEXTENT,SHADEDURATION,LIGHTING,TOURISTINFO,COMMERCIALACTIVITY,DRIVERREVIVER,CAMPING,FACILITIESCOMMENTS,NUMBERCARSPACES,NUMBERCARAVANSPACES,NUMBERTRUCKSPACES,NUMBERBDOUBLESPACES,NUMBERHPFVSPACES,TOTALPARKINGAREA,PARKINGCOMMENTS,CARAVANACCESS,TRUCKACCESS,BDOUBLEACCESS,HPFVACCESS,ODVEHICLEACCESS,APPROACHLINEOFSIGHT,EGRESSLINEOFSIGHT,OPPOSITEACCESS,OPPOSITEEGRESS,SIGNAGEMARKINGS,RESTAREASPEEDLIMIT,PEDESTRIANCONFLICT,ACCESSCOMMENTS,SITEAMENITY,FEATURESOFINTEREST,AMENITYCOMMENTS,GENERALCOMMENTS,UNIQUEID,CREATED_DATE,LAST_EDITED_DATE,GLOBALID
362901,,1.437E+12,2000139,,GREAT ALPINE ROAD,EASTBOUND,GREAT ALPINE ROAD,GREAT ALPINE ROAD,4005,F,AH,B500,TAWONGA GAP ROAD,461,SOUTHEAST,81864.737,GERMANTOWN,ALPINE,NORTH EASTERN,50B5,-36.746143,147.016373,CARS ONLY,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,GOOD,NONE,NO,NO,No comments,4,0,0,,,72,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,346,1.46295E+12,1.4847E+12,433dcda8-0e67-4bed-9f41-548d5bacb891
362902,,1.437E+12,2000140,,GREAT ALPINE ROAD,EASTBOUND,GREAT ALPINE ROAD,GREAT ALPINE ROAD,4005,F,AH,B500,STONY CREEK ROAD,1094,NORTH,94133.158,HARRIETVILLE,ALPINE,NORTH EASTERN,50C7,-36.84269,147.078583,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,3,0,0,,,45,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,347,1.46295E+12,1.4847E+12,b3f5f7b5-c78b-447e-a506-c22526a92b21
362903,,1.437E+12,2000141,,GREAT ALPINE ROAD,EASTBOUND,GREAT ALPINE ROAD,GREAT ALPINE ROAD,4005,F,AH,B500,OLD COACH ROAD,4365,SOUTHEAST,110927.955,HARRIETVILLE,ALPINE,NORTH EASTERN,50B9,-36.940872,147.06163,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NOT ASSESSED,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,10,0,0,,,500,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,348,1.46295E+12,1.4847E+12,e43be12e-1c9c-4329-a599-ffdc6daa3fd1
362904,,1.437E+12,2000142,Tawonga Gap,BRIGHT-TAWONGA ROAD,NORTHBOUND,BRIGHT-TAWONGA ROAD,TAWONGA GAP ROAD,5475,F,AO,C536,TAWONGA GAP TRACK,5,WEST,13924.63,BRIGHT,ALPINE,NORTH EASTERN,50C5,-36.712364,147.120239,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,10,0,0,,,150,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,349,1.46295E+12,1.4847E+12,eb841b6b-6b48-4e78-8134-79b1a240d93e
362905,,1.437E+12,2000143,,BRIGHT-TAWONGA ROAD,NORTHBOUND,BRIGHT-TAWONGA ROAD,TAWONGA GAP ROAD,5475,F,AO,C536,RYDER SPUR TRACK,246,SOUTHEAST,15342.462,GERMANTOWN,ALPINE,NORTH EASTERN,50D5,-36.717865,147.131989,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No comments,6,0,0,,,72,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,350,1.46295E+12,1.4847E+12,7daed9f0-bbc3-4317-9b9d-7c833cd8302d
362906,,1.437E+12,2000144,,MOUNT BUFFALO ROAD,EASTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,MOUNT BUFFALO ROAD SERVICE ROAD REV,110,SOUTHWEST,6006.202,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.700768,146.851852,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,60,VEGETATION,20m,GRAVEL,GOOD,GOOD,GOOD,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,20,0,0,,,240,11 Delineated car spaces,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,351,1.46295E+12,1.4847E+12,825add03-d0a0-417f-8b2e-cb9d0584481d
362907,,1.437E+12,2000145,Eurobin Falls Picnic Area,MOUNT BUFFALO ROAD,WESTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,KEATINGS CREEK TRACK,1138,SOUTH,8178.792,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.717896,146.842422,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,GRAVEL,GOOD,GOOD,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,3,0,0,,,45,No comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,352,1.46295E+12,1.4847E+12,9132ce9a-95b7-42bd-92fc-203dba27a72a
362908,,1.437E+12,2000146,The Oval,MOUNT BUFFALO ROAD,WESTBOUND,4871B SPUR,MOUNT BUFFALO ROAD,8055,F,AO,C535,MOUNT BUFFALO ROAD,610,NORTH,1210.402,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.720966,146.818222,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,60,VEGETATION,20m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,4,0,0,,,72,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,353,1.46295E+12,1.4847E+12,9ba454cb-3055-48b9-9e2e-0c4816039624
362909,,1.437E+12,2000147,Gorge Day Visitor Area,MOUNT BUFFALO ROAD,WESTBOUND,4871B SPUR,MOUNT BUFFALO ROAD,8055,F,AO,C535,MOUNT BUFFALO ROAD,7,NORTH,1813.291,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.721664,146.820908,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,60,VEGETATION,20m,ASPHALT,GOOD,GOOD,GOOD,GOOD,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,EXCELLENT,NONE,NO,NO,No comments,30,0,0,,,360,One Disabled Park,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,354,1.46295E+12,1.4847E+12,2850ad61-696e-4006-ac1a-4853e4806131
362910,,1.437E+12,2000148,Grossmans Mill Picnic Area,MOUNT BUFFALO ROAD,WESTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,LAKE CATANI ACCESS ROAD,604,NORTH,26516.675,MOUNT BUFFALO,ALPINE,NORTH EASTERN,4.90E+06,-36.733185,146.807083,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,5,0,0,,,60,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,SCENIC,None,No Comments,No Comments,355,1.46295E+12,1.4847E+12,ddd98522-e29b-4675-bf47-7a9d7a5b1cfb
362911,,1.437E+12,2000149,Lakeside Day Visitor Area,MOUNT BUFFALO ROAD,WESTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,LAKE CATANI ACCESS ROAD,53,NORTH,27068.127,MOUNT BUFFALO,ALPINE,NORTH EASTERN,4.90E+06,-36.735985,146.80632,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,60,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NOT ASSESSED,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,5,0,0,,,60,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,Track to camp grounds closed from May to October.,356,1.46295E+12,1.4847E+12,95e6b08c-3342-4e36-b097-172a6b277c8a
362912,,1.437E+12,2000150,Dingo Dell Cafe,MOUNT BUFFALO ROAD,WESTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,LAKE CATANI ACCESS ROAD,2404,SOUTH,29524.642,MOUNT BUFFALO,ALPINE,NORTH EASTERN,4.90E+06,-36.74556,146.796997,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,60,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,GOOD,GOOD,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,NO SHADE,SOME SHADE,ALL DAY,NONE,GOOD,FAST FOOD,NO,NO,No comments,10,0,0,,,120,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,Toboggan Slope,No Comments,No Comments,357,1.46295E+12,1.4847E+12,4bf9d30f-3cb6-4a2c-8898-84f5dbeb19a0
362913,,1.437E+12,2000151,Cathedral Saddle,MOUNT BUFFALO ROAD,WESTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,LAKE CATANI ACCESS ROAD,4373,SOUTH,31494.276,MOUNT BUFFALO,ALPINE,NORTH EASTERN,4.90E+07,-36.755161,146.790634,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,60,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,GOOD,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,8,0,0,,,96,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,358,1.46295E+12,1.4847E+12,1e2f9244-0ed9-45b0-99f3-2dabb08e404d
362914,,1.437E+12,2000152,Mackeys Lookout,MOUNT BUFFALO ROAD,EASTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,NINE MILE TRACK,3214,SOUTHWEST,17142.693,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.709175,146.827286,SCENIC LOOKOUT,NOT ASSESSED,NOT ASSESSED,BEND HILL,60,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,GOOD,NONE,NO,NO,No comments,3,0,0,,,45,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,359,1.46295E+12,1.4847E+12,fb60ef3a-a6dc-4d1d-bfce-a766bef6954e
362915,,1.437E+12,2000153,Rollasons Falls Picnic Areas,MOUNT BUFFALO ROAD,EASTBOUND,MOUNT BUFFALO ROAD,MOUNT BUFFALO ROAD,4871,F,AO,C535,NINE MILE TRACK,594,SOUTHWEST,14522.993,MOUNT BUFFALO,ALPINE,NORTH EASTERN,49F5,-36.694126,146.828659,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,60,VEGETATION,20m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,6,0,0,,,72,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,360,1.46295E+12,1.4847E+12,2d8a3359-911f-4544-a6a8-7fc11cd34383
362916,,1.437E+12,2000154,,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,BENALLA-WARRENBAYNE ROAD,774,NORTHEAST,119228.224,BENALLA,BENALLA,NORTH EASTERN,47G3,-36.57745,145.921356,CARS AND TRUCKS,MAJOR,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,GOOD,GOOD,GOOD,GOOD,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,TREES,SOME SHADE,MORNING,NONE,NONE,NONE,NO,NO,No comments,18,0,18,,,2000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,GOOD,40,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,361,1.46295E+12,1.4847E+12,a3ff1658-1e07-486b-bfc8-10a5ae0b8c2b
362917,,1.437E+12,2000155,Balmattum Rest Area,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,WILBRAHAMS ROAD,132,NORTHEAST,147532.938,BALMATTUM,STRATHBOGIE,NORTH EASTERN,47C5,-36.695919,145.659332,CARS AND TRUCKS,MAJOR,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,GOOD,GOOD,POOR,POOR,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,NO SHADE,SOME SHADE,ALL DAY,POOR,NONE,NONE,NO,NO,No comments,12,2,25,,,2700,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,40,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,362,1.46295E+12,1.4847E+12,9f0a0ae5-2880-4cca-a4ff-bdc5e7068b3a
362918,,1.437E+12,2000156,Euroa Service Centre,HUME FREEWAY,SOUTHBOUND,2550R 5985B,HUME IN-EUROA MAIN RAMP OF,7523,F,FW,M31,TARCOMBE STREET,181,NORTH,10209.197,EUROA,STRATHBOGIE,NORTH EASTERN,677Q8,-36.743992,145.590927,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,GOOD,GOOD,GOOD,GOOD,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,NO SHADE,SOME SHADE,ALL DAY,GOOD,GOOD,FAST FOOD PRODUCE,NO,NO,No comments,90,9,16,,,3150,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,GOOD,40,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,363,1.46295E+12,1.4847E+12,b259ae24-7003-4c1d-bf40-252d170f319a
362919,,1.437E+12,2000157,,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,HUME FREEWAY,381,SOUTHWEST,166706.52,CREIGHTONS CREEK,STRATHBOGIE,NORTH EASTERN,46J6,-36.781227,145.501343,CARS AND TRUCKS,MAJOR,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,GOOD,POOR,POOR,POOR,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,SOME SHADE,MORNING,NONE,NONE,NONE,NO,NO,No comments,40,0,0,,,720,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,GOOD,40,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,364,1.46295E+12,1.4847E+12,7408a298-9c75-4c50-a48b-e95192c3a65d
362920,,1.437E+12,2000158,,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,ALEXANDERSONS ROAD,435,SOUTHWEST,183637.108,LOCKSLEY,STRATHBOGIE,NORTH EASTERN,46G7,-36.851284,145.335846,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,110,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,5,0,0,,,60,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,UNSAFE,UNSAFE,NO,NO,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,365,1.46295E+12,1.4847E+12,af78a147-5d1c-4aa3-8d6b-8ada50e14e97
362921,,1.437E+12,2000159,,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,ALEXANDERSONS ROAD,5459,SOUTHWEST,188661.57,LOCKSLEY,STRATHBOGIE,NORTH EASTERN,46F7,-36.871975,145.285904,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,STRAIGHT FLAT,110,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,GOOD,NONE,GOOD,GOOD,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,0,0,0,,,200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,POOR,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,366,1.46295E+12,1.4847E+12,5f38c4df-8568-44a7-b656-0ec098290400
362922,,1.437E+12,2000160,Coach Road Rest Area,HUME FREEWAY,SOUTHBOUND,HUME FREEWAY,HUME FREEWAY,2550,R,FW,M31,LAMBING GULLY ROAD,3195,SOUTHWEST,199269.037,AVENEL,MITCHELL,NORTHERN,4.60E+10,-36.942188,145.212814,CARS AND TRUCKS,MAJOR,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,20m,ASPHALT,GOOD,GOOD,GOOD,GOOD,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,TREES,SOME SHADE,ALL DAY,GOOD,NONE,NONE,NO,NO,No comments,19,4,22,,,2800,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,GOOD,40,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,367,1.46295E+12,1.4847E+12,43795fe8-f744-49bf-8ac9-d6579900a4fb
362923,,1.437E+12,2000161,,WARBURTON HIGHWAY,WESTBOUND,WARBURTON HIGHWAY,WARBURTON HIGHWAY,2100,F,AH,B380,OLD WARBURTON HIGHWAY,973,WEST,13947.852,WOORI YALLOCK,YARRA RANGES,METRO SOUTH EAST,80A6,-37.775379,145.509964,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT FLAT,70,VEGETATION,50m,COMPACTED DIRT,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,8,0,0,,,96,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,368,1.46295E+12,1.4847E+12,ee8ccef7-e1b5-4182-bd72-38e5bca5ba56
362924,,1.437E+12,2000162,,WARBURTON HIGHWAY,EASTBOUND,WARBURTON HIGHWAY,WARBURTON HIGHWAY,2100,F,AH,B380,RIVERSDALE ROAD,217,EAST,25858.605,YARRA JUNCTION,YARRA RANGES,METRO SOUTH EAST,80C6,-37.783024,145.628403,CARS ONLY,MINOR,NOT ASSESSED,BEND FLAT,70,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,6,0,0,,,72,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,369,1.46295E+12,1.4847E+12,b6558651-283b-4199-8e5a-7e1159d65d03
362925,,1.437E+12,2000163,Rainforest Gallery,ACHERON WAY,SOUTHBOUND,ACHERON WAY,ACHERON WAY,4811,F,AO,C507,DONNA BUANG ROAD,62,EAST,7503.988,WARBURTON,YARRA RANGES,METRO SOUTH EAST,80D5,-37.710461,145.710281,CARS ONLY,NON VICROADS,NOT ASSESSED,BEND HILL,60,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,POOR,POOR,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,8,0,0,,,96,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,370,1.46295E+12,1.4847E+12,147215b4-a93a-4eed-bbaf-c982f15eb3d8
362926,,1.437E+12,2000164,10 Mile Carpark,DONNA BUANG ROAD,SOUTHBOUND,DONNA BUANG ROAD,DONNA BUANG ROAD,4831,F,AO,C505,DONNA BUANG SUMMIT ROAD,1527,SOUTHEAST,26849.787,WARBURTON,YARRA RANGES,METRO SOUTH EAST,80C5,-37.712803,145.686874,PICNIC AREA,NON VICROADS,NOT ASSESSED,BEND HILL,70,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,POOR,NONE,Not Assessed,POOR,POOR,NONE,NONE,COVERED NO WALKWAY,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No comments,50,0,0,,,5000,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,371,1.46295E+12,1.4847E+12,72a8f398-d2ca-45fb-8e09-ff87f2c54934
362927,,1.437E+12,2000165,,WARBURTON-WOODS POINT ROAD,NORTHBOUND,WARBURTON-WOODS POINT ROAD,WOODS POINT ROAD,5957,F,AO,C511,NELLO DRIVE,210,EAST,19836.251,REEFTON,YARRA RANGES,METRO SOUTH EAST,80F4,-37.675331,145.858887,PICNIC AREA,MINOR,NOT ASSESSED,BEND FLAT,80,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,POOR,NONE,NO,NO,No comments,4,0,0,,,48,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,372,1.46295E+12,1.4847E+12,5214f75f-1a70-4c3e-9c56-0e74273a7f63
